"x","y","fips"
-1686122.49690973,-811984.06689016,"06"
789563.86567751,34971.06324201,"55"
-1185882.88237928,-49488.58182059,"16"
416754.38092901,238185.59121083,"27"
535395.26258787,-307807.3090142,"19"
654501.62746328,-730897.85694642,"29"
1952046.84350336,-353181.17629435,"24"
-1567827.19792762,67269.59063683,"41"
1234642.60056851,-127092.15575219,"26"
-699884.02543263,263582.63844382,"30"
-995227.76767287,-595718.48234599,"49"
1887217.37169797,-571875.8283234,"51"
900412.92984045,-474930.28616922,"17"
183406.49618253,-1558446.37259344,"48"
699406.31136858,-1416729.95185598,"22"
1843603.11354837,-1757749.95867019,"12"
1359588.27285833,-684028.22349955,"21"
1226004.39359106,-920653.92458396,"47"
2005763.05696285,95577.9002847,"36"
1588051.64401228,-1267172.77166474,"13"
2098575.40703571,-388457.70385755,"10"
-1503988.0714222,461676.41368696,"53"
329819.91363032,-1054012.40253654,"40"
1630252.96398288,-564449.9826754,"54"
1844595.45353651,-208004.07633771,"42"
-479799.07996654,-650936.9345296,"08"
1940021.54603206,-817519.09713217,"37"
1178615.3245232,-498709.91941171,"18"
147825.63994255,-720182.75480071,"20"
1958221.24523484,-401371.08955224,"11"
2308742.59405774,34962.14449595,"44"
-620855.75091487,-193038.3885429,"56"
959109.05051646,-1231809.88644049,"28"
2186993.67045873,79746.11145099,"25"
2194986.6092372,-6195.83908209,"09"
2117966.7487503,312422.87758131,"50"
2345304.11146195,484189.45274909,"23"
2237160.72704075,198875.62002827,"33"
-555630.76275121,-1146019.44332879,"35"
1430337.50984274,-395263.96315469,"39"
1245764.3056731,-1299748.48815209,"01"
30351.34700323,-388990.80111195,"31"
-22071.25762182,-58336.17945961,"46"
-1433631.75940564,-429090.03128686,"32"
2120271.52230006,-268279.57413845,"34"
-35330.20964752,275101.94086911,"38"
1787036.8940423,-1044547.67112732,"45"
-1073378.60939474,-1161723.87195119,"04"
679584.12212172,-1086852.70036524,"05"
-1207922.26323685,-1848886.94443324,"02"
-187343.1780051,-2252467.41747023,"15"
